year,is_treatment,incident_year,incident_type,authority_code,total_in_migration,male_in_migration,female_in_migration,in_migration_age_15_29,total_out_migration,male_out_migration,female_out_migration,out_migration_age_15_29,start_roads_length_km,start_roads_area_sqm,start_water_pipes_km,start_sewage_pipes_km,start_drainage_pipes_km,complete_roads_length_km,complete_roads_area_sqm,complete_water_pipes_km,complete_sewage_pipes_km,complete_drainage_pipes_km,total_expenditures,expenditures_change,operations_expenditures,loan_repayment_expenditures,financing_expenditures,special_budget_expenditures,budget_surplus_deficit,annual_surplus_deficit,cumulative_deficit
2016,0,,,1061,1316.0,651.0,665.0,424.0,1688.0,838.0,850.0,464.0,1.5,26.5,0.2,0.3,0.9,0.3,2.3,1.4,0.85,0.9,354720.0,-1.9,92262.0,10858.0,985.0,58612.0,17.0,17.0,-20761.0
2017,0,,,1061,1336.0,659.0,677.0,422.0,1597.0,824.0,773.0,406.0,3.0,22.4,1.9,2.4,0.6,2.8,21.4,1.9,0.8,0.6,283606.0,-1.9,66619.0,12550.0,1044.0,52576.0,44.0,44.0,-20717.0
2018,0,,,1061,1566.0,772.0,794.0,535.0,1642.0,809.0,833.0,405.0,6.258,55.513,1.0499999999999998,1.3499999999999999,0.75,5.198,49.153,1.9,0.8,0.75,421482.0,-1.9,75745.0,13860.0,1312.0,108772.0,35.0,0.035,-20.682
2019,0,,,1061,1570.0,786.0,784.0,493.0,1733.0,808.0,925.0,465.0,10.855,228.245,1.9,2.4,0.6,11.915,234.6048,1.9,0.8,0.6,404322.0,-1.9,74130.0,12376.0,1486.0,93338.0,104.0,0.104,-20.578
2020,0,,,1061,1537.0,776.0,761.0,501.0,1685.0,834.0,851.0,403.0,1.92,21.21,1.9,2.4,0.6,1.92,21.21,1.9,0.8,0.6,401546.0,-1.9,70061.0,10346.0,1554.0,81196.0,44.0,-3.956,-20.534
2021,0,,,1061,2290.0,1121.0,1169.0,726.0,2065.0,1018.0,1047.0,508.0,6.3875,124.72749999999999,1.9,2.4,0.6,6.9175,127.9074,1.9,0.8,0.6,406514.0,-1.9,85688.0,11736.0,1720.0,78671.0,1024.0,1.024,-19.51
2022,0,,,1061,2705.0,1334.0,1371.0,693.0,2966.0,1389.0,1577.0,609.0,1.92,21.21,1.9,2.4,0.6,1.92,21.21,1.9,0.8,0.6,452849.0,-1.9,99606.0,11451.0,1552.0,96798.0,153.0,0.153,-19.357
1999,0,,,1063,844.0,443.0,401.0,269.0,751.0,398.0,353.0,288.0,0.6,1.2,1.5,1.1,0.2,1.5,16.2,0.3,0.7,0.2,124157.0,-10.8017700758916,43606.0,7470.0,2650.0,26715.0,84.0,84.0,-19390.0
2000,0,,,1063,910.0,483.0,427.0,338.0,763.0,359.0,404.0,258.0,0.6,1.2,1.5,1.1,0.2,1.5,16.2,1.5,0.7,0.2,121316.0,-3.3895905037558,55524.0,8361.0,2136.0,16348.0,84.0,84.0,-19390.0
2001,0,,,1063,919.0,430.0,489.0,322.0,801.0,389.0,412.0,300.0,1.9,31.0,0.6,1.1,0.2,1.5,16.2,0.9,0.7,0.2,130139.0,6.10558087030988,28678.0,7915.5,1322.0,24622.0,59.0,84.0,-19390.0
2002,0,,,1063,914.5,456.5,458.0,330.0,782.0,374.0,408.0,279.0,1.25,16.1,1.05,1.1,0.2,1.5,16.2,1.5,0.7,0.2,125727.5,6.10558087030988,42101.0,8361.0,1729.0,20485.0,59.0,-3435.032565217391,-19390.0
2003,0,,,1063,678.0,331.0,347.0,222.0,580.0,284.0,296.0,205.0,2.6,26.5,0.2,1.1,0.2,18.2,275.9,0.2,0.7,0.2,151221.0,19.8166574810742,36459.0,9585.0,1641.0,33703.0,-15636.0,-17786.0,-19390.0
2004,0,,,1063,622.0,321.0,301.0,213.0,792.0,380.0,412.0,282.0,2.6,26.5,0.2,1.1,0.2,1.6,21.0,0.2,2.2,0.2,129278.0,-14.1672196619384,23939.0,9199.0,1764.0,26703.0,-3310.0,-3310.0,-18700.0
2005,0,,,1063,568.0,287.0,281.0,204.0,611.0,333.0,278.0,242.0,2.6,26.5,0.2,1.1,0.2,9.9,148.45,0.2,1.4500000000000002,0.2,121302.0,-7.37022442301538,26383.0,8357.0,1381.0,16025.0,436.0,436.0,-12064.0
2006,0,,,1063,498.0,262.0,236.0,198.0,664.0,331.0,333.0,252.0,0.3,2.5,0.2,1.1,0.2,0.3,2.1,0.2,2.2,0.2,125290.0,0.6,25161.0,8778.0,1572.5,21364.0,-9.0,-9.0,-12064.0
2007,0,,,1063,554.0,282.0,272.0,192.0,735.0,370.0,365.0,280.0,0.3,2.5,0.2,1.1,0.2,1.5,11.9,0.2,2.2,0.2,133538.0,6.6,32959.0,8708.0,995.0,16831.0,-9570.0,-9570.0,-20343.0
2008,0,,,1063,749.0,366.0,383.0,297.0,750.0,361.0,389.0,280.0,0.3,2.5,0.06,0.155,0.2,0.9,7.0,0.06,2.2,0.2,133538.0,12.1,32959.0,8708.0,995.0,16831.0,-4789.5,-4789.5,-20343.0
2009,0,,,1063,646.0,314.0,332.0,234.0,797.0,388.0,409.0,291.0,0.3,2.5,0.06,0.155,0.2,1.5,11.9,0.06,2.2,0.2,125633.0,-22.3,29435.0,5724.0,1016.0,13523.0,-1383.0,-1383.0,-17095.0
2010,0,,,1063,717.0,357.0,360.0,249.0,773.0,380.0,393.0,247.0,0.3,2.5,0.06,0.155,0.2,1.5,11.9,0.06,0.2,0.2,140007.0,8.5,29055.0,6680.0,1160.0,29644.0,-10834.0,-10834.0,-27929.0
2011,0,,,1063,651.0,321.0,330.0,199.0,831.0,382.0,449.0,293.0,0.8,6.7,0.2,0.6,0.2,1.5,11.9,0.06,0.2,0.2,180097.0,24.3,29651.0,6581.0,2033.0,44839.0,-13185.0,-33654.0,-34614.0
2012,0,,,1063,612.0,304.0,308.0,184.0,798.0,394.0,404.0,270.0,0.8,6.7,1.2,0.6,0.2,1.5,11.9,0.2,0.2,0.2,145547.0,-20.5,31326.0,7521.0,1723.0,27675.0,134.0,134.0,-18982.0
2013,0,,,1063,578.0,294.0,284.0,155.0,833.0,395.0,438.0,268.0,0.8,6.7,0.4,0.4,0.2,0.8,6.7,0.4,0.4,0.2,153878.0,4.1,31228.0,8546.0,1234.0,30092.0,174.0,174.0,-11058.0
2014,0,,,1063,699.0,331.0,368.0,188.0,855.0,397.0,458.0,301.0,0.8,6.7,0.7,6.1,0.2,0.8,6.7,1.8,4.4,0.2,147974.0,-4.2,33150.0,8927.0,1156.0,19327.0,177.0,177.0,-10881.0
2015,0,,,1063,604.0,288.0,316.0,161.0,811.0,415.0,396.0,233.0,0.8,6.7,0.9,1.02,0.2,0.8,6.7,0.9,0.22,0.2,170762.0,16.1,34504.0,8781.0,1175.0,35731.0,637.0,637.0,-10244.0
2016,0,,,1063,463.0,240.0,223.0,124.0,870.0,415.0,455.0,220.0,0.8,6.7,0.8,3.5599999999999996,0.2,0.8,6.7,1.35,2.31,0.2,175681.0,3.4,34803.0,9031.0,1100.0,33583.0,444.0,444.0,-9800.0
2017,0,,,1063,568.0,251.0,317.0,142.0,744.0,396.0,348.0,222.0,0.8,6.7,0.9,1.02,0.2,0.8,6.7,0.9,0.22,0.2,152155.0,3.4,38060.0,9280.0,1620.0,65968.0,122.0,122.0,-9678.0
2018,0,,,1063,659.0,320.0,339.0,208.0,750.0,371.0,379.0,225.0,1.45,12.6,0.17,0.1,0.2,1.45,12.6,0.17,0.1,0.2,232960.0,3.4,38858.0,9081.0,1407.0,70341.0,-1052.0,-1.052,-11.75
2019,0,,,1063,850.0,424.0,426.0,193.0,692.0,349.0,343.0,231.0,1.45,12.6,0.17,0.1,0.2,1.45,12.6,0.17,0.1,0.2,227660.0,3.4,40100.0,8814.0,1752.0,53167.0,-13655.0,-13.655,-24.385
2020,0,,,1063,749.0,361.0,388.0,177.0,626.0,320.0,306.0,186.0,1.45,12.6,2.074,0.7,0.2,1.45,12.6,2.074,0.7,0.2,237018.0,3.4,36597.0,27312.0,1838.0,46721.0,-4252.0,-28.307,-28.637
2021,0,,,1063,716.0,367.0,349.0,158.0,741.0,369.0,372.0,230.0,1.45,12.6,0.6,0.15,0.2,1.45,12.6,0.6,0.15,0.2,194119.0,3.4,40986.0,8341.0,1740.0,22523.0,-1529.0,-3.329,-24.027
2022,0,,,1063,729.0,384.0,345.0,177.0,806.0,375.0,431.0,210.0,1.45,12.6,1.337,0.42499999999999993,0.2,1.45,12.6,1.65,1.9,0.2,192873.0,3.4,43831.0,6791.0,724.0,19309.0,94.0,0.094,-23.933
1999,0,,,1066,452.0,219.0,233.0,143.0,306.0,149.0,157.0,111.0,0.5,5.0,,0.36,,0.5,5.0,,0.36,,24548.0,-19.4,11748.0,817.0,118.0,3538.8333333333335,724.0,724.0,2528.0
2000,0,,,1066,434.0,220.0,214.0,101.0,241.0,115.0,126.0,81.0,0.5,5.0,,0.36,,0.5,5.0,,0.36,,25689.0,3.5,12329.0,899.0,122.0,3538.8333333333335,800.0,800.0,2528.0
2001,0,,,1066,433.0,213.0,220.0,109.0,261.0,121.0,140.0,90.0,0.5,5.0,,0.36,,0.5,5.0,,0.36,,28110.0,8.2,13203.0,847.0,101.0,3538.8333333333335,443.0,443.0,2528.0
2002,0,,,1066,309.0,146.0,163.0,86.0,204.0,105.0,99.0,80.0,0.5,5.0,,0.36,,0.5,5.0,,0.36,,29460.0,-0.8,7294.0,874.0,109.0,4118.0,70.0,70.0,2528.0
2003,0,,,1066,228.0,113.0,115.0,80.0,177.0,91.0,86.0,60.0,0.5,5.0,,0.36,,0.5,5.0,,0.36,,26698.0,-10.0,7263.0,885.0,115.0,2019.0,-1832.0,-1832.0,2528.0
2004,0,,,1066,241.0,125.0,116.0,81.0,307.0,144.0,163.0,105.0,0.5,5.0,,0.36,,0.5,5.0,,0.36,,26850.0,1.0,7301.0,839.0,109.0,3319.0,-49.0,-49.0,2528.0
2005,0,,,1066,226.0,121.0,105.0,68.0,262.0,129.0,133.0,71.0,0.5,5.0,,0.36,,0.5,5.0,,0.36,,25875.0,-4.9,7830.0,817.0,86.0,2090.0,-122.0,-122.0,525.0
2006,0,,,1066,230.0,113.0,117.0,65.0,261.0,127.0,134.0,85.0,0.5,5.0,,0.36,,0.5,5.0,,0.36,,26362.5,3.3,7565.5,813.0,93.0,2704.5,21.0,21.0,525.0
2007,0,,,1066,257.0,108.0,149.0,73.0,315.0,171.0,144.0,84.0,0.5,5.0,,0.36,,0.5,5.0,,0.36,,29623.0,7.9,8430.0,753.0,128.0,2973.0,-203.0,-203.0,344.0
2008,0,,,1066,264.0,132.0,132.0,73.0,255.0,113.0,142.0,70.0,0.5,5.0,,0.36,,0.5,5.0,,0.36,,29623.0,3.4,8430.0,753.0,142.0,2973.0,65.0,65.0,344.0
2009,0,,,1066,252.0,127.0,125.0,69.0,314.0,153.0,161.0,92.0,0.5,5.0,,0.36,,0.5,5.0,,0.36,,29285.0,-11.5,9649.0,821.0,139.0,1639.0,-977.0,-977.0,-568.0
2010,0,,,1066,263.0,127.0,136.0,77.0,289.0,139.0,150.0,70.0,0.5,5.0,,0.36,,0.5,5.0,,0.36,,31724.0,5.5,9978.0,828.0,130.0,3498.0,-1817.0,-1817.0,-2385.0
2011,0,,,1066,237.0,119.0,118.0,59.0,257.0,119.0,138.0,79.0,0.5,5.0,,0.36,,0.5,5.0,,0.36,,31671.0,-3.5,10689.0,830.0,155.0,1607.0,-1616.0,-1616.0,-3501.0
2012,0,,,1066,220.0,101.0,119.0,56.0,268.0,119.0,149.0,78.0,0.5,5.0,,0.36,,0.5,5.0,,0.36,,31442.0,-2.3,9983.0,818.0,154.0,1593.0,-68.0,-68.0,-3169.0
2013,0,,,1066,224.0,117.0,107.0,59.0,318.0,155.0,163.0,98.0,0.5,5.0,,0.36,,0.5,5.0,,0.36,,32563.0,1.9,10654.0,861.0,157.0,1985.0,91.0,91.0,-2203.0
2014,0,,,1066,204.0,96.0,108.0,42.0,268.0,128.0,140.0,74.0,0.5,5.0,,0.36,,0.5,5.0,,0.36,,35296.0,8.0,11582.0,774.0,161.0,3595.0,106.0,106.0,-2097.0
2015,0,,,1066,169.0,83.0,86.0,42.0,246.0,117.0,129.0,72.0,0.5,5.0,,0.36,,0.5,5.0,,0.36,,35843.0,2.2,11779.0,729.0,151.0,2388.0,854.0,854.0,-1243.0
2016,0,,,1066,179.0,82.0,97.0,46.0,198.0,94.0,104.0,63.0,0.5,5.0,,0.36,,0.5,5.0,,0.36,,36978.0,3.7,10287.0,696.0,132.0,3780.0,16.0,16.0,-1227.0
2017,0,,,1066,203.0,99.0,104.0,48.0,256.0,124.0,132.0,69.0,0.5,5.0,,0.36,,0.5,5.0,,0.36,,35389.0,3.7,12087.0,695.0,183.0,6069.0,-1310.0,-1310.0,-2537.0
2018,0,,,1066,195.0,104.0,91.0,49.0,286.0,144.0,142.0,84.0,0.5,5.0,,0.36,,0.5,5.0,,0.36,,47273.0,3.7,12636.0,722.0,260.0,7966.0,-4692.0,-4.692,-7.229
2019,0,,,1066,167.0,80.0,87.0,47.0,292.0,145.0,147.0,98.0,0.5,5.0,,0.189,,0.5,5.0,,0.189,,44828.0,3.7,11981.0,478.0,272.0,4190.0,-3507.0,-3.507,-8.736
2020,0,,,1066,166.0,76.0,90.0,32.0,282.0,142.0,140.0,72.0,0.5,5.0,,0.27449999999999997,,0.5,5.0,,0.27449999999999997,,42108.0,3.7,12243.0,920.0,291.0,1635.0,-1622.0,-1.622,-8.508
2021,0,,,1066,173.0,83.0,90.0,34.0,279.0,124.0,155.0,63.0,0.5,5.0,,0.189,,0.5,5.0,,0.189,,46141.0,3.7,11850.0,756.0,181.0,6587.0,-819.0,-0.819,-4.662
2022,0,,,1066,237.0,115.0,122.0,52.0,304.0,143.0,161.0,68.0,0.5,5.0,,0.189,,0.5,5.0,,0.042,,48784.0,3.7,13475.0,970.0,93.0,7587.0,20.0,0.02,-4.642
1999,0,,,1137,190.0,103.0,87.0,72.0,139.0,78.0,61.0,67.0,0.331,2.765,0.6,0.9,,0.331,2.765,0.6,,,21266.0,28.5,9140.0,929.0,137.0,7966.714285714285,3.0,-965.0,496.0
2000,0,,,1137,147.0,90.0,57.0,72.0,195.0,92.0,103.0,76.0,0.331,2.765,0.6,0.9,,0.331,2.765,0.6,,,19392.0,-9.8,8537.0,983.0,170.0,7966.714285714285,265.0,157.0,496.0
2001,0,,,1137,197.0,109.0,88.0,83.0,167.0,99.0,68.0,80.0,0.331,2.765,0.6,0.9,,0.331,2.765,0.6,,,23220.0,18.4,8994.0,956.0,183.0,7966.714285714285,134.0,-404.0,496.0
2002,0,,,1137,162.0,98.0,64.0,91.0,213.0,114.0,99.0,86.0,0.331,2.765,0.6,0.9,,0.331,2.765,0.6,,,20203.0,-17.6,5548.0,1609.0,179.0,4282.0,-1703.0,-1703.0,-3936.0
2003,0,,,1137,179.0,112.0,67.0,72.0,150.0,87.0,63.0,82.0,0.331,2.765,0.6,0.9,,0.331,2.765,0.6,,,16907.0,-16.9,5727.0,1444.0,171.0,2309.0,104.0,104.0,-3832.0
2004,0,,,1137,164.0,108.0,56.0,80.0,203.0,110.0,93.0,108.0,0.331,2.765,0.6,0.9,,0.331,2.765,0.6,,,15721.0,-6.6,5740.0,1732.0,164.0,1627.0,185.0,185.0,-2054.0
2005,0,,,1137,159.0,80.0,79.0,69.0,155.0,93.0,62.0,89.0,0.331,2.765,0.6,0.9,,0.331,2.765,0.6,,,18352.0,15.2,6906.0,1764.0,257.0,2545.0,483.0,483.0,-1171.0
2006,0,,,1137,145.0,67.0,78.0,55.0,194.0,111.0,83.0,103.0,0.331,2.765,0.6,0.9,,0.331,2.765,0.6,,,17036.5,-5.6,6323.0,1748.0,77.0,2086.0,180.0,180.0,-991.0
2007,0,,,1137,207.0,131.0,76.0,108.0,149.0,84.0,65.0,95.0,0.331,2.765,0.6,0.9,,0.331,2.765,0.6,,,19201.0,8.0,8222.0,1396.0,84.0,1770.0,181.0,181.0,-810.0
2008,0,,,1137,145.0,63.0,82.0,58.0,167.0,85.0,82.0,89.0,0.331,2.765,0.6,0.9,,0.331,2.765,0.6,,,19201.0,-6.6,8222.0,1396.0,206.0,502.0,140.0,140.0,-670.0
2009,0,,,1137,219.0,114.0,105.0,92.0,202.0,109.0,93.0,106.0,0.331,2.765,0.6,0.9,,0.331,2.765,0.6,,,19221.0,-0.8,9505.0,1285.0,101.0,325.0,307.0,307.0,-363.0
2010,0,,,1137,322.0,162.0,160.0,123.0,164.0,100.0,64.0,82.0,0.331,2.765,0.6,0.9,,0.331,2.765,0.6,,,20497.0,3.8,10438.0,1251.0,94.0,797.0,32.0,32.0,-331.0
2011,0,,,1137,397.0,193.0,204.0,135.0,214.0,109.0,105.0,96.0,0.331,2.765,0.6,0.9,,0.331,2.765,0.6,,,25005.0,17.9,11708.0,1211.0,93.0,3188.0,30.0,30.0,-301.0
2012,0,,,1137,150.0,69.0,81.0,63.0,164.0,96.0,68.0,63.0,0.331,2.765,0.6,0.9,,0.331,2.765,0.6,,,31006.0,22.0,13081.0,1059.0,88.0,6597.0,1.0,1.0,-300.0
2013,0,,,1137,186.0,97.0,89.0,75.0,177.0,87.0,90.0,89.0,0.331,2.765,0.6,0.9,,0.331,2.765,0.6,,,30429.0,-3.4,15046.0,935.0,136.0,3795.0,-426.0,-426.0,-726.0
2014,0,,,1137,182.0,96.0,86.0,59.0,185.0,89.0,96.0,77.0,0.331,2.765,0.6,0.9,,0.331,2.765,0.6,,,41782.0,36.8,15677.0,848.0,176.0,12787.0,-2077.0,-2077.0,-2803.0
2015,0,,,1137,147.0,69.0,78.0,52.0,190.0,91.0,99.0,68.0,0.331,2.765,0.6,0.9,,0.331,2.765,0.6,,,36682.0,-11.7,17054.0,718.0,146.0,4836.0,-4688.0,-4688.0,-7041.0
2016,0,,,1137,204.0,109.0,95.0,82.0,225.0,120.0,105.0,96.0,0.331,2.765,0.6,0.9,,0.331,2.765,0.6,,,42564.0,16.6,16509.0,656.0,163.0,10043.0,-1135.0,-1135.0,-6936.0
2017,0,,,1137,576.0,298.0,278.0,153.0,171.0,94.0,77.0,64.0,0.331,2.765,0.6,0.9,,0.331,2.765,0.6,,,37122.0,16.6,18411.0,442.0,80.0,10776.0,-1865.0,-1865.0,-8801.0
2018,0,,,1137,539.0,290.0,249.0,219.0,194.0,100.0,94.0,82.0,0.331,2.765,0.6,0.9,,0.331,2.765,0.6,,,49883.0,16.6,19590.0,320.0,145.0,10304.0,-595.0,-0.595,-9.396
2019,0,,,1137,510.0,263.0,247.0,186.0,234.0,99.0,135.0,91.0,0.331,2.765,0.6,0.9,,0.331,2.765,0.6,,,60474.0,16.6,12430.0,306.0,132.0,19030.0,699.0,0.099,-6.247
2020,0,,,1137,195.0,99.0,96.0,66.0,315.0,169.0,146.0,110.0,0.331,2.765,0.6,0.9,,0.331,2.765,0.6,,,78403.0,16.6,18351.0,507.0,136.0,32549.0,141.0,0.141,-6.106
2021,0,,,1137,239.0,134.0,105.0,92.0,318.0,175.0,143.0,106.0,0.331,2.765,0.6,0.9,,0.331,2.765,0.3,,,76790.0,16.6,20413.0,550.0,262.0,27552.0,19.0,-1.29,-2.087
2022,0,,,1137,214.0,119.0,95.0,74.0,372.0,198.0,174.0,122.0,0.331,2.765,0.6,0.9,,0.331,2.765,0.3,,,60040.0,16.6,19799.0,982.0,228.0,9601.0,61.0,0.061,-2.026
1999,0,,,1139,1322.5,1034.0,1045.0,872.0,1354.0,668.0,686.0,642.0,0.5,2.8,2.1,9.5,0.1,1.4,9.8,13.4,14.6,4.1,213521.0,5.02806211540636,74492.0,10479.0,945.0,66414.0,895.0,895.0,3689.0
2000,0,,,1139,1632.0,813.0,819.0,642.0,1439.0,671.0,768.0,690.0,0.5,2.8,2.1,9.5,0.1,1.4,9.8,13.4,14.6,4.1,194090.0,-10.12485253222,83927.0,11447.0,981.0,33499.0,895.0,895.0,3689.0
2001,0,,,1139,1455.0,741.0,714.0,566.0,1709.0,863.0,846.0,755.0,0.2,1.0,7.2,0.9,0.8,0.2,1.4,6.0,0.9,0.6,201455.0,2.66531291452736,37200.0,10963.0,977.0,34740.0,895.0,895.0,3689.0
2002,0,,,1139,1543.5,777.0,766.5,604.0,1574.0,767.0,807.0,722.5,0.35,1.9,7.2,0.9,0.8,0.7999999999999999,5.6000000000000005,6.0,0.9,2.3499999999999996,197772.5,2.66531291452736,60563.5,11447.0,979.0,34119.5,830.3695652173913,251.28713043478257,3689.0
2003,0,,,1139,1125.0,537.0,588.0,440.0,1276.0,659.0,617.0,566.0,1.8,16.1,4.3,4.6,0.8,0.4,2.0,0.7,0.9,0.6,228764.6,2.32757496141469,73205.0,13678.0,1049.0,47710.0,2244.0,2244.0,3689.0
2004,0,,,1139,1712.0,857.0,855.0,617.0,1541.0,804.0,737.0,691.0,6.4,56.9,0.6,0.7,0.6,0.6,4.5,8.4,5.7,0.6,220542.0,-3.20734778337005,45389.0,14451.0,625.0,37361.0,1069.0,1069.0,3689.0
2005,0,,,1139,1304.0,664.0,640.0,508.0,1672.0,853.0,819.0,793.0,6.7,53.3,0.6,0.4,0.3,6.0,49.8,1.4,0.3,0.6,209559.3,-6.19566575641782,46265.0,15980.0,537.0,22248.0,376.0,376.0,3689.0
2006,0,,,1139,1340.0,692.0,648.0,514.0,1539.0,778.0,761.0,687.0,2.2,24.3,1.5,0.7,0.44999999999999996,1.9,19.7,0.3,0.2,0.6,215050.65000000002,2.2,45827.0,15215.5,811.0,29804.5,722.5,722.5,3689.0
2007,0,,,1139,1360.0,698.0,662.0,508.0,1494.0,719.0,775.0,622.0,1.5,10.7,1.5,0.7,0.3,5.6,52.0,0.3,0.2,0.6,242200.0,10.1,54471.0,21320.0,1344.0,34049.0,2987.0,2987.0,5249.0
2008,0,,,1139,1501.0,789.0,712.0,531.0,1687.0,830.0,857.0,677.0,2.446,19.55,0.49,0.13,0.3,0.909,10.754,0.312,0.5,0.6,242200.0,-4.5,54471.0,21320.0,1077.5,34049.0,130.0,130.0,5249.0
2009,0,,,1139,1484.0,755.0,729.0,496.0,2035.0,1041.0,994.0,812.0,0.1,0.4,0.9949999999999996,1.5,0.3,3.2545,31.377000000000002,0.30599999999999994,10.7,0.6,243930.0,-2.4,50178.0,11738.0,1645.0,34299.0,4269.0,269.0,9148.0
2010,0,,,1139,1389.0,701.0,688.0,492.0,1905.0,984.0,921.0,695.0,1.2730000000000001,9.975,0.49,0.8150000000000001,0.3,0.9,10.9,0.4,0.1,0.6,250612.0,-2.4,46642.0,19182.0,2071.0,34115.0,118.0,-7882.0,9266.0
2011,0,,,1139,1328.0,668.0,660.0,390.0,1808.0,931.0,877.0,702.0,0.1,0.4,0.49,1.5,0.3,0.2,1.2,0.4,0.2,0.6,249045.0,-4.0,43273.0,11825.0,1845.0,30924.0,1811.0,1811.0,11077.0
2012,0,,,1139,1281.0,643.0,638.0,380.0,1905.0,977.0,928.0,731.0,3.2,26.2,2.0,6.7,0.3,3.2,25.8,1.2,0.15000000000000036,0.5,268075.0,5.9,48404.0,11793.0,1476.0,31912.0,613.0,613.0,11690.0
2013,0,,,1139,1193.0,626.0,567.0,421.0,1904.0,964.0,940.0,663.0,0.1,1.5,4.3,15.4,0.3,3.2,25.1,2.4,21.2,0.5,291654.0,7.1,49902.0,11716.0,1771.0,46705.0,655.0,655.0,9360.0
2014,0,,,1139,1281.0,688.0,593.0,364.0,1773.0,913.0,860.0,583.0,1.6500000000000001,13.85,4.5,4.0,0.3,0.1,1.2,4.2,1.3,0.5,292191.0,-0.2,57777.0,10631.0,875.0,32083.0,4.0,4.0,8364.0
2015,0,,,1139,1166.0,627.0,539.0,357.0,1691.0,866.0,825.0,599.0,21.795,153.265,0.3,0.543,0.3,21.795,153.265,0.28,11.25,0.5,306488.0,5.5,59299.0,11066.0,1652.0,38252.0,37.0,37.0,7401.0
2016,0,,,1139,1408.0,756.0,652.0,411.0,1682.0,851.0,831.0,606.0,9.8,131.8,4.3,0.9,0.3,9.8,131.8,0.2,1.3,0.5,327037.0,7.2,63954.0,11385.0,1256.0,39224.0,58.0,58.0,4459.0
2017,0,,,1139,1248.0,648.0,600.0,389.0,1614.0,834.0,780.0,486.0,54.6,353.1,0.5,3.2,0.3,47.4,309.9,2.8,3.2,0.5,300932.0,7.2,51183.0,11648.0,1381.0,48865.0,46.0,46.0,1505.0
2018,0,,,1139,1086.0,577.0,509.0,366.0,1785.0,905.0,880.0,613.0,18.5,123.0,3.2,5.022,0.3,18.5,123.0,1.02,2.157,0.5,394020.0,7.2,59315.0,11966.0,1462.0,76905.0,7.0,0.007,1.207
2019,0,,,1139,1074.0,558.0,516.0,317.0,1891.0,1004.0,887.0,671.0,36.550000000000004,238.05000000000004,5.76,0.717,0.3,32.949999999999996,216.45,4.27,0.14,0.5,446551.0,7.2,62410.0,38326.0,1684.0,77496.0,182.0,-27.818,0.182
2020,0,,,1139,958.0,496.0,462.0,280.0,1653.0,846.0,807.0,572.0,18.5,123.0,3.692,2.436,0.3,18.5,123.0,3.792,0.502,0.5,411370.0,7.2,65439.0,8624.0,1258.0,48599.0,408.0,-17.762,0.59
2021,0,,,1139,1103.0,580.0,523.0,298.0,1683.0,869.0,814.0,546.0,18.5,123.0,1.4,1.59,0.3,18.5,123.0,0.67,11.269,0.5,440950.0,7.2,68070.0,10384.0,1657.0,77575.0,291.0,0.291,0.881
2022,0,,,1139,1446.0,734.0,712.0,421.0,1772.0,904.0,868.0,539.0,18.5,123.0,2.546,2.013,0.3,6.49,28.19,2.417,2.779,0.5,457791.0,7.2,69231.0,13738.0,1866.0,84871.0,386.0,0.386,1.267
1999,0,,,1200,3638.1304347826085,1765.6818181818182,1780.0,738.0909090909091,510.0,265.0,245.0,160.0,2.1,32.5,0.3,3.3,2.1,4.1,31.3,10.4,1.4,0.6,132896.0,42.0,44700.0,6244.475,344.0,123737.5,-227.3,-1418.23375,-20077.0
2000,0,,,1200,4991.0,1765.6818181818182,1780.0,738.0909090909091,660.0,314.0,346.0,170.0,2.1,32.5,0.3,3.3,2.1,4.1,31.3,10.4,1.4,0.6,174394.0,29.7,53667.0,6244.475,916.0,123737.5,-227.3,-1418.23375,-20077.0
2001,0,,,1200,3629.0,1765.0,1864.0,1030.0,1158.0,566.0,592.0,299.0,2.1,32.5,0.3,3.3,2.1,4.1,31.3,10.4,1.4,0.6,198672.0,12.6818501534895,39412.0,6244.475,435.0,71858.0,-227.3,-1418.23375,-20077.0
2002,0,,,1200,4310.0,1765.0,1864.0,1030.0,909.0,440.0,469.0,234.5,2.1,32.5,0.3,3.3,2.1,4.1,31.3,10.4,1.4,0.6,186533.0,12.6818501534895,46539.5,6244.475,675.5,71858.0,-227.3,-1418.23375,-20077.0
2003,0,,,1200,3320.0,1664.0,1656.0,707.0,1092.0,555.0,537.0,232.0,13.9,119.7,9.1,3.3,2.1,4.1,31.3,10.4,1.4,0.6,193894.0,8.04150984073249,59167.0,1.0,1656.0,44940.0,-4785.0,-4785.0,-20077.0
2004,0,,,1200,5058.0,2510.0,2548.0,1200.0,2139.0,1039.0,1100.0,644.0,21.1,184.7,13.1,5.7,5.8,4.8,54.3,10.4,1.4,0.6,269776.0,2.64881864213591,77951.0,3193.0,1263.0,46842.0,-2920.0,-2920.0,-18912.0
2005,0,,,1200,5382.0,2661.0,2721.0,1134.0,1945.0,1008.0,937.0,517.0,3.2,24.8,12.3,3.9,1.5,10.5,108.4,5.1,1.4,0.6,289554.0,5.95794647756538,86286.0,3560.0,1279.0,58936.0,-928.0,-928.0,-14645.0
